recency,frequency,monetary,cluster,customer_segment,dbscan_cluster
354,19,290.51,0,Churned Customers,0
171,16,113.12,0,Churned Customers,0
58,139,2332.15,1,VIP Customers,0
21,17,253.29,3,Loyal Customers,0
42,65,913.47,2,At Risk Customers,0
28,56,749.94,3,Loyal Customers,0
4,143,3666.91,1,VIP Customers,0
25,74,1442.04,1,VIP Customers,0
200,24,178.39,0,Churned Customers,0
50,191,3345.02,1,VIP Customers,0
9,39,641.94,3,Loyal Customers,0
1,182,3269.42,1,VIP Customers,0
63,28,496.44,2,At Risk Customers,0
50,237,4148.45,1,VIP Customers,0
289,31,574.02,2,At Risk Customers,0
60,16,311.90000000000003,2,At Risk Customers,0
63,57,1072.35,2,At Risk Customers,0
95,12,205.3,0,Churned Customers,0
273,19,310.47,2,At Risk Customers,0
0,1955,13284.63,1,VIP Customers,0
74,45,795.85,2,At Risk Customers,0
198,24,327.97,2,At Risk Customers,0
63,37,570.5,2,At Risk Customers,0
3,32,265.22,3,Loyal Customers,0
283,16,204.5,0,Churned Customers,0
43,35,197.53,3,Loyal Customers,0
70,81,1899.21,2,At Risk Customers,0
85,42,679.68,2,At Risk Customers,0
103,48,161.74,2,At Risk Customers,0
333,29,311.71,2,At Risk Customers,0
52,10,208.75,0,Churned Customers,0
38,56,973.2,2,At Risk Customers,0
31,8,180.96,0,Churned Customers,0
369,15,391.5,2,At Risk Customers,0
207,10,184.9,0,Churned Customers,0
156,98,350.82,2,At Risk Customers,0
53,35,170.22,2,At Risk Customers,0
65,86,574.07,2,At Risk Customers,0
129,24,406.09,2,At Risk Customers,0
86,21,364.5,2,At Risk Customers,0
0,25,512.94,3,Loyal Customers,0
45,20,393.54,3,Loyal Customers,0
332,17,252.42,0,Churned Customers,0
365,4,81.60000000000001,0,Churned Customers,0
71,9,158.04,0,Churned Customers,0
157,71,463.91,2,At Risk Customers,0
372,5,115.65,0,Churned Customers,0
11,216,1784.96,1,VIP Customers,0
254,58,579.47,2,At Risk Customers,0
28,13,229.35,3,Loyal Customers,0
30,499,2718.03,1,VIP Customers,0
4,541,7763.74,1,VIP Customers,0
39,8,192.58,0,Churned Customers,0
361,5,139.8,0,Churned Customers,0
372,16,326.0,0,Churned Customers,0
95,25,452.63,2,At Risk Customers,0
25,110,1915.92,1,VIP Customers,0
74,44,602.51,2,At Risk Customers,0
56,91,1655.44,2,At Risk Customers,0
20,1,16.5,0,Churned Customers,0
59,84,1565.75,2,At Risk Customers,0
136,4,120.96,0,Churned Customers,0
7,119,1598.56,1,VIP Customers,0
128,1,25.200000000000003,0,Churned Customers,0
39,116,1221.56,1,VIP Customers,0
168,187,3314.4100000000003,2,At Risk Customers,0
8,25,431.16,3,Loyal Customers,0
267,5,143.1,0,Churned Customers,0
14,288,5175.61,1,VIP Customers,0
169,41,642.41,2,At Risk Customers,0
39,11,158.96,0,Churned Customers,0
185,31,394.14,2,At Risk Customers,0
269,10,140.54,0,Churned Customers,0
4,81,1309.57,1,VIP Customers,0
15,12,231.86,3,Loyal Customers,0
9,80,1874.64,1,VIP Customers,0
325,7,107.45,0,Churned Customers,0
112,12,169.18,0,Churned Customers,0
289,6,94.0,0,Churned Customers,0
15,73,1345.53,1,VIP Customers,0
0,49,765.85,3,Loyal Customers,0
127,3,50.2,0,Churned Customers,0
148,40,536.05,2,At Risk Customers,0
188,5,84.14,0,Churned Customers,0
30,52,463.01,3,Loyal Customers,0
33,146,784.24,1,VIP Customers,0
263,34,267.18,2,At Risk Customers,0
83,104,2184.64,2,At Risk Customers,0
25,96,1248.43,1,VIP Customers,0
170,9,88.53,0,Churned Customers,0
9,36,613.14,3,Loyal Customers,0
312,47,559.61,2,At Risk Customers,0
64,183,3347.34,1,VIP Customers,0
84,28,508.8,2,At Risk Customers,0
24,8,135.86,0,Churned Customers,0
58,53,950.36,2,At Risk Customers,0
322,6,97.7,0,Churned Customers,0
37,2,43.5,0,Churned Customers,0
253,15,277.86,0,Churned Customers,0
18,272,1232.71,1,VIP Customers,0
32,292,1430.54,1,VIP Customers,0
14,6,93.78,0,Churned Customers,0
26,82,397.35,3,Loyal Customers,0
22,10,171.19,3,Loyal Customers,0
213,41,533.3,2,At Risk Customers,0
7,52,861.48,3,Loyal Customers,0
21,29,149.29,3,Loyal Customers,0
11,291,1067.75,1,VIP Customers,0
261,45,200.16,2,At Risk Customers,0
130,25,156.57999999999998,0,Churned Customers,0
54,61,341.18,2,At Risk Customers,0
1,370,3118.44,1,VIP Customers,0
8,214,1411.21,1,VIP Customers,0
263,5,113.5,0,Churned Customers,0
330,9,155.17,0,Churned Customers,0
312,28,494.64,2,At Risk Customers,0
25,60,974.52,3,Loyal Customers,0
29,30,429.84,3,Loyal Customers,0
29,56,528.48,3,Loyal Customers,0
1,279,1371.77,1,VIP Customers,0
361,25,179.1,0,Churned Customers,0
282,58,434.59,2,At Risk Customers,0
261,58,237.07,2,At Risk Customers,0
24,7,161.64,0,Churned Customers,0
353,56,214.26,2,At Risk Customers,0
93,9,144.6,0,Churned Customers,0
28,7,126.14,0,Churned Customers,0
337,154,984.75,2,At Risk Customers,0
19,55,1059.15,3,Loyal Customers,0
84,57,334.53,2,At Risk Customers,0
8,51,478.08,3,Loyal Customers,0
50,24,467.51,2,At Risk Customers,0
49,23,455.35,2,At Risk Customers,0
1,72,372.88,3,Loyal Customers,0
112,76,371.56,2,At Risk Customers,0
76,28,406.31,2,At Risk Customers,0
39,35,715.54,2,At Risk Customers,0
115,43,736.65,2,At Risk Customers,0
15,19,624.62,3,Loyal Customers,0
160,84,225.26,2,At Risk Customers,0
0,168,2282.38,1,VIP Customers,0
29,67,1222.84,2,At Risk Customers,0
92,1,15.0,0,Churned Customers,0
22,44,798.04,3,Loyal Customers,0
94,145,2525.62,1,VIP Customers,0
27,34,609.4599999999999,3,Loyal Customers,0
32,288,1902.41,1,VIP Customers,0
20,120,1170.78,1,VIP Customers,0
17,3,90.0,0,Churned Customers,0
2,448,7975.41,1,VIP Customers,0
7,68,1131.56,1,VIP Customers,0
15,174,3330.26,1,VIP Customers,0
362,66,141.04,2,At Risk Customers,0
80,13,52.83,0,Churned Customers,0
52,67,1014.6,2,At Risk Customers,0
22,159,852.08,1,VIP Customers,0
171,45,475.86,2,At Risk Customers,0
188,90,910.27,2,At Risk Customers,0
11,158,900.53,1,VIP Customers,0
155,7,121.0,0,Churned Customers,0
32,199,3705.24,1,VIP Customers,0
11,150,1840.26,1,VIP Customers,0
44,15,62.43,0,Churned Customers,0
232,27,267.03,2,At Risk Customers,0
63,210,1921.55,1,VIP Customers,0
1,18,343.5,3,Loyal Customers,0
39,178,2145.46,1,VIP Customers,0
32,56,397.99,3,Loyal Customers,0
83,8,97.01,0,Churned Customers,0
1,156,734.37,1,VIP Customers,0
32,3,29.04,0,Churned Customers,0
18,151,1662.92,1,VIP Customers,0
253,25,171.33,0,Churned Customers,0
22,658,3754.1,1,VIP Customers,0
21,105,1396.81,1,VIP Customers,0
7,218,1917.64,1,VIP Customers,0
24,251,1564.73,1,VIP Customers,0
18,82,728.37,3,Loyal Customers,0
172,72,502.9,2,At Risk Customers,0
162,24,110.92,0,Churned Customers,0
6,39,417.26,3,Loyal Customers,0
10,15,213.3,3,Loyal Customers,0
113,29,85.13000000000001,0,Churned Customers,0
287,28,127.86,0,Churned Customers,0
8,259,3546.71,1,VIP Customers,0
53,80,288.97,2,At Risk Customers,0
6,691,4550.8,1,VIP Customers,0
76,110,1413.96,2,At Risk Customers,0
3,61,575.63,3,Loyal Customers,0
36,29,436.06,3,Loyal Customers,0
216,17,90.12,0,Churned Customers,0
59,55,428.93,2,At Risk Customers,0
277,14,217.2,0,Churned Customers,0
11,883,4544.96,1,VIP Customers,0
23,30,229.77,3,Loyal Customers,0
28,18,378.91,3,Loyal Customers,0
11,23,444.59,3,Loyal Customers,0
21,110,1248.34,1,VIP Customers,0
49,8,173.16,0,Churned Customers,0
18,6,86.17,0,Churned Customers,0
2,52,658.69,3,Loyal Customers,0
131,20,71.91,0,Churned Customers,0
6,318,4103.82,1,VIP Customers,0
11,53,367.5,3,Loyal Customers,0
4,202,1877.73,1,VIP Customers,0
31,97,591.1899999999999,2,At Risk Customers,0
177,152,675.64,2,At Risk Customers,0
37,40,547.33,2,At Risk Customers,0
150,39,258.88,2,At Risk Customers,0
161,13,127.1,0,Churned Customers,0
68,48,327.6,2,At Risk Customers,0
155,142,667.03,2,At Risk Customers,0
24,44,682.9100000000001,3,Loyal Customers,0
23,121,675.86,1,VIP Customers,0
176,31,455.3,2,At Risk Customers,0
49,2,61.2,0,Churned Customers,0
255,29,478.53,2,At Risk Customers,0
46,23,328.58,2,At Risk Customers,0
70,3,45.0,0,Churned Customers,0
15,103,1771.78,1,VIP Customers,0
100,77,1406.59,2,At Risk Customers,0
34,22,324.57,3,Loyal Customers,0
52,14,240.68,0,Churned Customers,0
26,52,761.74,3,Loyal Customers,0
10,404,6398.96,1,VIP Customers,0
7,36,650.47,3,Loyal Customers,0
78,2,48.48,0,Churned Customers,0
51,17,216.39,0,Churned Customers,0
35,66,1147.83,2,At Risk Customers,0
60,43,918.88,2,At Risk Customers,0
336,13,104.76,0,Churned Customers,0
27,59,986.4,2,At Risk Customers,0
183,16,298.48,0,Churned Customers,0
51,6,112.46,0,Churned Customers,0
9,33,709.24,3,Loyal Customers,0
35,5,105.9,0,Churned Customers,0
9,386,7300.74,1,VIP Customers,0
32,45,776.851,2,At Risk Customers,0
56,100,1553.18,2,At Risk Customers,0
3,7,61.85,3,Loyal Customers,0
42,183,3614.61,1,VIP Customers,0
140,19,301.03,2,At Risk Customers,0
116,34,588.13,2,At Risk Customers,0
103,60,1284.66,2,At Risk Customers,0
74,49,675.8,2,At Risk Customers,0
4,154,2804.24,1,VIP Customers,0
44,57,1022.15,2,At Risk Customers,0
15,154,2484.61,1,VIP Customers,0
16,15,243.55,3,Loyal Customers,0
89,20,427.06,2,At Risk Customers,0
52,15,223.36,0,Churned Customers,0
133,25,425.32,2,At Risk Customers,0
3,427,7871.83,1,VIP Customers,0
104,118,1827.8,2,At Risk Customers,0
191,31,546.6,2,At Risk Customers,0
165,232,803.54,2,At Risk Customers,0
18,50,483.0100000000001,3,Loyal Customers,0
157,35,447.64,2,At Risk Customers,0
203,21,483.1,2,At Risk Customers,0
36,29,442.38,3,Loyal Customers,0
90,20,287.94,2,At Risk Customers,0
115,4,48.0,0,Churned Customers,0
8,12,272.01,3,Loyal Customers,0
242,34,560.67,2,At Risk Customers,0
44,47,748.5,2,At Risk Customers,0
22,1,30.0,0,Churned Customers,0
189,46,896.6,2,At Risk Customers,0
43,10,256.95,0,Churned Customers,0
24,86,1418.66,1,VIP Customers,0
316,3,19.8,0,Churned Customers,0
105,9,138.14,0,Churned Customers,0
50,17,386.43,2,At Risk Customers,0
167,114,2150.81,2,At Risk Customers,0
39,13,301.32,3,Loyal Customers,0
39,31,512.5,2,At Risk Customers,0
296,12,173.05,0,Churned Customers,0
18,67,1207.83,1,VIP Customers,0
87,131,2172.87,2,At Risk Customers,0
72,111,2021.89,2,At Risk Customers,0
80,21,323.69,2,At Risk Customers,0
18,199,3274.06,1,VIP Customers,0
48,32,612.68,2,At Risk Customers,0
52,11,290.3,0,Churned Customers,0
23,110,781.28,1,VIP Customers,0
8,76,1226.28,1,VIP Customers,0
24,44,934.06,3,Loyal Customers,0
116,10,193.75,0,Churned Customers,0
8,165,2942.1,1,VIP Customers,0
119,8,173.1,0,Churned Customers,0
3,18,192.96,3,Loyal Customers,0
27,12,191.04,3,Loyal Customers,0
7,28,526.6,3,Loyal Customers,0
266,22,409.98,2,At Risk Customers,0
32,167,2651.16,1,VIP Customers,0
17,18,309.65,3,Loyal Customers,0
171,86,696.68,2,At Risk Customers,0
1,230,1529.0,1,VIP Customers,0
264,4,104.4,0,Churned Customers,0
139,108,1687.54,2,At Risk Customers,0
200,5,83.1,0,Churned Customers,0
64,53,902.16,2,At Risk Customers,0
34,204,871.98,1,VIP Customers,0
40,269,3008.25,1,VIP Customers,0
283,6,133.25,0,Churned Customers,0
8,51,871.0,3,Loyal Customers,0
142,18,303.6,2,At Risk Customers,0
11,34,330.03000000000003,3,Loyal Customers,0
145,114,890.39,2,At Risk Customers,0
233,7,150.3,0,Churned Customers,0
32,931,5030.07,1,VIP Customers,0
23,127,536.33,3,Loyal Customers,0
11,83,400.6,3,Loyal Customers,0
35,52,940.87,2,At Risk Customers,0
364,38,190.7,2,At Risk Customers,0
200,11,218.25,0,Churned Customers,0
14,32,415.25,3,Loyal Customers,0
16,292,4243.26,1,VIP Customers,0
212,5,85.0,0,Churned Customers,0
65,70,1120.88,2,At Risk Customers,0
211,14,294.12,0,Churned Customers,0
282,10,162.3,0,Churned Customers,0
114,19,437.2,2,At Risk Customers,0
14,71,1188.12,1,VIP Customers,0
18,140,2717.39,1,VIP Customers,0
65,3,77.6,0,Churned Customers,0
48,9,154.88,0,Churned Customers,0
15,86,775.96,3,Loyal Customers,0
77,3,34.8,0,Churned Customers,0
18,61,1035.19,3,Loyal Customers,0
133,28,196.88,2,At Risk Customers,0
12,87,737.84,3,Loyal Customers,0
39,20,144.36,0,Churned Customers,0
2,291,2463.05,1,VIP Customers,0
39,404,2576.2,1,VIP Customers,0
50,28,458.57,2,At Risk Customers,0
9,141,2364.25,1,VIP Customers,0
60,191,528.01,2,At Risk Customers,0
65,45,714.42,2,At Risk Customers,0
24,9,205.25,3,Loyal Customers,0
296,5,117.04,0,Churned Customers,0
64,37,583.75,2,At Risk Customers,0
31,60,1007.02,2,At Risk Customers,0
87,176,2911.38,1,VIP Customers,0
63,8,131.46,0,Churned Customers,0
115,26,371.83,2,At Risk Customers,0
234,1,40.68,0,Churned Customers,0
5,9,147.52,3,Loyal Customers,0
68,25,270.8,2,At Risk Customers,0
244,7,104.9,0,Churned Customers,0
132,18,241.62,0,Churned Customers,0
240,14,227.36,0,Churned Customers,0
183,29,475.28,2,At Risk Customers,0
24,20,345.46,3,Loyal Customers,0
9,18,543.4200000000001,3,Loyal Customers,0
10,14,246.3,3,Loyal Customers,0
32,66,1051.57,2,At Risk Customers,0
45,264,4800.2,1,VIP Customers,0
25,200,933.26,1,VIP Customers,0
357,25,351.3,2,At Risk Customers,0
9,34,218.75,3,Loyal Customers,0
43,72,1427.44,2,At Risk Customers,0
14,2,57.21,0,Churned Customers,0
149,42,610.01,2,At Risk Customers,0
0,127,2375.1600000000003,1,VIP Customers,0
318,1,15.0,0,Churned Customers,0
75,97,833.14,2,At Risk Customers,0
106,117,696.89,2,At Risk Customers,0
45,64,1063.95,2,At Risk Customers,0
50,4,75.9,0,Churned Customers,0
0,261,3956.39,1,VIP Customers,0
22,290,4826.38,1,VIP Customers,0
45,27,412.98,2,At Risk Customers,0
49,47,854.4,2,At Risk Customers,0
305,177,2577.37,2,At Risk Customers,0
35,35,515.77,3,Loyal Customers,0
78,89,1391.98,2,At Risk Customers,0
21,132,2170.92,1,VIP Customers,0
106,31,346.58,2,At Risk Customers,0
207,30,482.51,2,At Risk Customers,0
16,61,1116.73,3,Loyal Customers,0
63,30,576.82,2,At Risk Customers,0
48,122,1854.45,1,VIP Customers,0
319,16,116.98,0,Churned Customers,0
43,62,570.96,2,At Risk Customers,0
2,29,644.17,3,Loyal Customers,0
371,1,15.0,0,Churned Customers,0
171,18,224.94,0,Churned Customers,0
55,64,1386.47,2,At Risk Customers,0
72,115,1836.09,2,At Risk Customers,0
98,51,636.14,2,At Risk Customers,0
37,39,576.0,2,At Risk Customers,0
57,62,574.89,2,At Risk Customers,0
253,54,836.79,2,At Risk Customers,0
69,265,1873.15,1,VIP Customers,0
43,48,858.39,2,At Risk Customers,0
49,10,137.37,0,Churned Customers,0
64,24,391.98,2,At Risk Customers,0
24,13,424.68,3,Loyal Customers,0
32,61,1003.94,2,At Risk Customers,0
58,27,355.56,2,At Risk Customers,0
72,40,622.36,2,At Risk Customers,0
303,8,118.95000000000002,0,Churned Customers,0
45,11,130.73999999999998,0,Churned Customers,0
17,120,2723.07,1,VIP Customers,0
37,21,328.79,3,Loyal Customers,0
18,93,234.88,3,Loyal Customers,0
196,21,103.21,0,Churned Customers,0
51,30,110.8,0,Churned Customers,0
3,122,1098.62,1,VIP Customers,0
136,80,712.24,2,At Risk Customers,0
3,514,6150.68,1,VIP Customers,0
18,13,215.4,3,Loyal Customers,0
15,185,1224.65,1,VIP Customers,0
40,139,965.16,1,VIP Customers,0
11,539,2981.92,1,VIP Customers,0
7,147,832.88,1,VIP Customers,0
25,18,68.84,0,Churned Customers,0
66,6,91.4,0,Churned Customers,0
40,37,693.43,2,At Risk Customers,0
100,43,211.89,2,At Risk Customers,0
4,457,3706.94,1,VIP Customers,0
276,15,149.64,0,Churned Customers,0
32,74,351.44,3,Loyal Customers,0
14,108,316.25,3,Loyal Customers,0
63,84,1092.85,2,At Risk Customers,0
1,126,490.33,1,VIP Customers,0
368,96,329.03000000000003,2,At Risk Customers,0
311,26,241.74,2,At Risk Customers,0
198,18,253.56,0,Churned Customers,0
1,49,396.48,3,Loyal Customers,0
92,17,328.35,2,At Risk Customers,0
59,11,123.09,0,Churned Customers,0
80,11,91.81,0,Churned Customers,0
156,85,420.07,2,At Risk Customers,0
226,60,511.68,2,At Risk Customers,0
252,36,184.0,2,At Risk Customers,0
149,10,42.01,0,Churned Customers,0
193,21,98.09,0,Churned Customers,0
0,81,877.58,1,VIP Customers,0
368,4,56.25,0,Churned Customers,0
23,47,337.28,3,Loyal Customers,0
16,111,351.73,3,Loyal Customers,0
25,38,507.96,3,Loyal Customers,0
7,30,164.68,3,Loyal Customers,0
19,148,1471.69,1,VIP Customers,0
3,226,882.72,1,VIP Customers,0
173,5,69.53999999999999,0,Churned Customers,0
0,266,1228.88,1,VIP Customers,0
177,19,264.62,0,Churned Customers,0
15,148,1370.4,1,VIP Customers,0
247,12,123.1,0,Churned Customers,0
190,40,334.23,2,At Risk Customers,0
19,122,525.69,3,Loyal Customers,0
153,60,167.5,2,At Risk Customers,0
172,22,192.41,0,Churned Customers,0
372,9,248.9,0,Churned Customers,0
372,21,127.08,0,Churned Customers,0
193,12,207.15,0,Churned Customers,0
66,21,426.63,2,At Risk Customers,0
3,102,1554.35,1,VIP Customers,0
20,73,1062.46,1,VIP Customers,0
238,11,108.04,0,Churned Customers,0
63,7,145.35,0,Churned Customers,0
111,15,254.58,0,Churned Customers,0
89,36,795.5899999999999,2,At Risk Customers,0
310,1,35.8,0,Churned Customers,0
133,13,292.44,0,Churned Customers,0
276,4,68.9,0,Churned Customers,0
364,1,13.6,0,Churned Customers,0
82,21,524.64,2,At Risk Customers,0
7,60,955.24,3,Loyal Customers,0
16,19,364.72,3,Loyal Customers,0
31,95,1629.02,1,VIP Customers,0
8,41,708.22,3,Loyal Customers,0
33,84,781.91,2,At Risk Customers,0
14,89,1029.68,1,VIP Customers,0
23,169,3508.61,1,VIP Customers,0
31,41,378.49,3,Loyal Customers,0
73,6,60.9,0,Churned Customers,0
19,28,470.76,3,Loyal Customers,0
16,110,749.87,1,VIP Customers,0
22,80,397.68,3,Loyal Customers,0
2,17,463.3,3,Loyal Customers,0
303,7,114.9,0,Churned Customers,0
52,12,273.05,0,Churned Customers,0
366,2,34.4,0,Churned Customers,0
38,170,2915.35,1,VIP Customers,0
83,24,371.01,2,At Risk Customers,0
164,96,427.64,2,At Risk Customers,0
16,59,770.33,3,Loyal Customers,0
76,46,928.14,2,At Risk Customers,0
88,19,494.52,2,At Risk Customers,0
24,76,1788.48,1,VIP Customers,0
21,106,1092.54,1,VIP Customers,0
2,248,1890.21,1,VIP Customers,0
122,32,724.58,2,At Risk Customers,0
29,14,168.12,3,Loyal Customers,0
11,122,597.63,1,VIP Customers,0
18,26,156.78,3,Loyal Customers,0
43,50,693.51,2,At Risk Customers,0
3,3,41.99,3,Loyal Customers,0
8,543,2777.67,1,VIP Customers,0
54,29,271.75,2,At Risk Customers,0
87,127,1032.58,2,At Risk Customers,0
36,503,3032.52,1,VIP Customers,0
29,92,1456.17,1,VIP Customers,0
11,201,578.71,1,VIP Customers,0
210,8,101.4,0,Churned Customers,0
47,381,1693.81,1,VIP Customers,0
23,33,478.78,3,Loyal Customers,0
31,80,870.15,2,At Risk Customers,0
245,79,392.4,2,At Risk Customers,0
7,203,2993.76,1,VIP Customers,0
34,86,868.9399999999999,2,At Risk Customers,0
7,43,944.9,3,Loyal Customers,0
37,138,646.83,2,At Risk Customers,0
3,180,619.23,1,VIP Customers,0
2,224,1465.51,1,VIP Customers,0
46,32,211.88,3,Loyal Customers,0
38,26,313.98,3,Loyal Customers,0
46,145,2293.14,1,VIP Customers,0
16,45,749.01,3,Loyal Customers,0
259,70,560.13,2,At Risk Customers,0
45,101,719.81,2,At Risk Customers,0
11,63,251.03,3,Loyal Customers,0
29,28,439.66,3,Loyal Customers,0
42,32,236.09,3,Loyal Customers,0
136,8,138.9,0,Churned Customers,0
80,9,284.4,0,Churned Customers,0
309,29,331.24,2,At Risk Customers,0
91,98,547.9,2,At Risk Customers,0
5,1121,8366.67,1,VIP Customers,0
195,21,366.3,2,At Risk Customers,0
86,53,645.88,2,At Risk Customers,0
269,37,669.32,2,At Risk Customers,0
7,26,471.78,3,Loyal Customers,0
64,63,1217.45,2,At Risk Customers,0
21,70,1177.47,1,VIP Customers,0
37,37,648.59,2,At Risk Customers,0
119,82,1295.7,2,At Risk Customers,0
372,4,54.84,0,Churned Customers,0
39,299,1074.81,1,VIP Customers,0
173,10,137.9,0,Churned Customers,0
53,34,362.06,2,At Risk Customers,0
32,79,1252.75,1,VIP Customers,0
144,70,783.9,2,At Risk Customers,0
220,8,134.8,0,Churned Customers,0
44,66,650.75,2,At Risk Customers,0
15,121,2263.12,1,VIP Customers,0
65,178,1453.16,1,VIP Customers,0
9,59,693.72,3,Loyal Customers,0
259,23,335.32,2,At Risk Customers,0
364,73,367.14,2,At Risk Customers,0
16,94,1054.81,1,VIP Customers,0
21,28,419.79,3,Loyal Customers,0
44,21,326.24,3,Loyal Customers,0
287,19,326.97,2,At Risk Customers,0
2,124,1945.29,1,VIP Customers,0
16,10,159.14,3,Loyal Customers,0
81,10,217.16,0,Churned Customers,0
55,221,2650.22,1,VIP Customers,0
100,20,392.78,2,At Risk Customers,0
298,37,390.28,2,At Risk Customers,0
22,167,981.51,1,VIP Customers,0
58,35,842.91,2,At Risk Customers,0
154,18,315.06,2,At Risk Customers,0
114,51,817.86,2,At Risk Customers,0
106,1,17.0,0,Churned Customers,0
11,61,982.23,3,Loyal Customers,0
263,11,195.62,0,Churned Customers,0
239,10,185.05,0,Churned Customers,0
87,53,861.39,2,At Risk Customers,0
49,39,731.9,2,At Risk Customers,0
70,76,1290.7,2,At Risk Customers,0
41,44,936.14,2,At Risk Customers,0
6,38,754.14,3,Loyal Customers,0
61,27,247.36,2,At Risk Customers,0
248,11,165.6,0,Churned Customers,0
65,6,108.38,0,Churned Customers,0
28,10,195.3,3,Loyal Customers,0
84,48,842.5,2,At Risk Customers,0
218,14,236.4,0,Churned Customers,0
44,342,1320.95,1,VIP Customers,0
142,15,143.9,0,Churned Customers,0
182,30,161.38,0,Churned Customers,0
170,8,135.75000000000003,0,Churned Customers,0
9,279,1660.88,1,VIP Customers,0
211,34,612.78,2,At Risk Customers,0
189,30,232.21,2,At Risk Customers,0
7,14,317.16,3,Loyal Customers,0
58,20,433.36,2,At Risk Customers,0
56,204,854.66,2,At Risk Customers,0
72,37,559.62,2,At Risk Customers,0
51,16,307.78,2,At Risk Customers,0
316,11,249.0,0,Churned Customers,0
366,12,244.35,0,Churned Customers,0
28,44,1292.35,2,At Risk Customers,0
38,39,609.45,2,At Risk Customers,0
17,82,1508.22,1,VIP Customers,0
51,47,1055.02,2,At Risk Customers,0
3,230,3667.18,1,VIP Customers,0
21,35,618.09,3,Loyal Customers,0
262,20,342.35,2,At Risk Customers,0
59,36,661.6800000000001,2,At Risk Customers,0
18,30,585.91,3,Loyal Customers,0
65,33,542.3,2,At Risk Customers,0
87,30,620.4,2,At Risk Customers,0
249,37,535.34,2,At Risk Customers,0
2,113,1946.52,1,VIP Customers,0
8,218,3476.99,1,VIP Customers,0
203,26,486.33,2,At Risk Customers,0
133,22,375.0,2,At Risk Customers,0
4,18,280.52,3,Loyal Customers,0
42,117,2053.02,1,VIP Customers,0
268,10,290.5,0,Churned Customers,0
49,85,1572.59,2,At Risk Customers,0
8,117,2255.79,1,VIP Customers,0
15,13,310.55,3,Loyal Customers,0
281,13,303.2,0,Churned Customers,0
64,8,162.72,0,Churned Customers,0
1,469,5440.42,1,VIP Customers,0
251,2,37.4,0,Churned Customers,0
364,3,50.1,0,Churned Customers,0
16,30,568.5,3,Loyal Customers,0
10,74,1528.37,1,VIP Customers,0
7,79,1446.59,1,VIP Customers,0
50,124,1838.25,1,VIP Customers,0
58,3,73.2,0,Churned Customers,0
94,67,1021.41,2,At Risk Customers,0
15,83,1373.77,1,VIP Customers,0
125,20,376.75,2,At Risk Customers,0
93,58,1037.59,2,At Risk Customers,0
49,15,331.95,3,Loyal Customers,0
137,7,150.1,0,Churned Customers,0
60,11,215.83,0,Churned Customers,0
99,104,2046.88,2,At Risk Customers,0
72,10,163.94,0,Churned Customers,0
71,5,102.65,0,Churned Customers,0
66,14,255.31,0,Churned Customers,0
63,40,913.83,2,At Risk Customers,0
16,31,529.41,3,Loyal Customers,0
22,214,3785.34,1,VIP Customers,0
31,271,5519.57,1,VIP Customers,0
44,67,981.86,2,At Risk Customers,0
15,10,155.48,3,Loyal Customers,0
39,5,125.23000000000002,0,Churned Customers,0
2,94,1564.7,1,VIP Customers,0
236,19,314.45,2,At Risk Customers,0
74,15,400.681,2,At Risk Customers,0
3,172,1068.87,1,VIP Customers,0
2,110,1809.39,1,VIP Customers,0
360,17,301.67,0,Churned Customers,0
58,35,592.9,2,At Risk Customers,0
22,50,384.18,3,Loyal Customers,0
30,94,577.63,2,At Risk Customers,0
54,62,466.26,2,At Risk Customers,0
24,16,252.58,3,Loyal Customers,0
44,66,664.26,2,At Risk Customers,0
88,43,803.18,2,At Risk Customers,0
1,74,1613.24,1,VIP Customers,0
88,22,371.8200000000001,2,At Risk Customers,0
18,41,690.34,3,Loyal Customers,0
78,5,82.5,0,Churned Customers,0
170,42,862.95,2,At Risk Customers,0
80,14,242.35,0,Churned Customers,0
266,34,639.83,2,At Risk Customers,0
234,14,238.85,0,Churned Customers,0
29,57,1162.58,2,At Risk Customers,0
36,94,809.86,2,At Risk Customers,0
317,122,773.5500000000001,2,At Risk Customers,0
56,96,1295.3,2,At Risk Customers,0
44,132,1007.22,2,At Risk Customers,0
202,6,124.32,0,Churned Customers,0
224,4,64.02,0,Churned Customers,0
86,41,672.1,2,At Risk Customers,0
189,35,542.03,2,At Risk Customers,0
43,28,503.83,2,At Risk Customers,0
70,20,389.28,2,At Risk Customers,0
40,45,824.31,2,At Risk Customers,0
77,19,382.4,2,At Risk Customers,0
56,18,363.2,2,At Risk Customers,0
23,122,2050.34,1,VIP Customers,0
9,655,2590.31,1,VIP Customers,0
7,290,3490.16,1,VIP Customers,0
33,50,324.1,3,Loyal Customers,0
211,91,1522.75,2,At Risk Customers,0
23,90,1413.66,1,VIP Customers,0
169,16,114.56,0,Churned Customers,0
61,7,152.94,0,Churned Customers,0
52,57,1030.49,2,At Risk Customers,0
260,24,389.44,2,At Risk Customers,0
66,96,2119.91,2,At Risk Customers,0
16,270,2619.91,1,VIP Customers,0
266,5,98.55,0,Churned Customers,0
176,2,46.95,0,Churned Customers,0
44,101,2151.25,1,VIP Customers,0
50,9,175.75,0,Churned Customers,0
16,119,728.54,1,VIP Customers,0
8,245,4542.1,1,VIP Customers,0
73,60,811.89,2,At Risk Customers,0
